atleast, >d, done_percent, <ep, learning_curve, <np, nprod, optimism, pomposity, productivity_exp, productivity_new, r, to, ts, >dom, !klass
..9.88,21.34,..9.99,6.24,77.07..,10.76,..1.65,..99.92,..9.54,2.38..,0.66..0.79,..184.92,10.82..27.53,14..30.61,0.31,..0.97
..9.88,71.21,..9.99,17.18,33.61..64.18,9.82,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.39,..0.97
..9.88,71.21,..9.99,13.7,33.61..64.18,13.3,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.39,..0.97
..9.88,71.21,..9.99,11.98,33.61..64.18,15.02,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.38,..0.97
..9.88,71.21,..9.99,16.57,33.61..64.18,10.43,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.52,..0.97
..9.88,71.21,..9.99,10.04,33.61..64.18,16.96,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.36,..0.97
..9.88,71.21,..9.99,11.52,33.61..64.18,15.48,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.43,..0.97
..9.88,71.21,..9.99,11.04,33.61..64.18,15.96,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.36,..0.97
..9.88,71.21,..9.99,19.3,33.61..64.18,7.7,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.37,..0.97
..9.88,71.21,..9.99,14.86,33.61..64.18,12.14,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.42,..0.97
..9.88,71.21,..9.99,17.47,33.61..64.18,9.53,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.37,..0.97
..9.88,71.21,..9.99,17.76,33.61..64.18,9.24,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.39,..0.97
..9.88,71.21,..9.99,19.06,33.61..64.18,7.94,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.35,..0.97
..9.88,71.21,..9.99,12.43,33.61..64.18,14.57,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.4,..0.97
..9.88,71.21,..9.99,14.1,33.61..64.18,12.9,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.38,..0.97
..9.88,71.21,..9.99,18.81,33.61..64.18,8.19,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.5,..0.97
..9.88,71.21,..9.99,18.56,33.61..64.18,8.44,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.51,..0.97
..9.88,71.21,..9.99,15.91,33.61..64.18,11.09,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.39,..0.97
..9.88,71.21,..9.99,15.22,33.61..64.18,11.78,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.44,..0.97
..9.88,71.21,..9.99,19.53,33.61..64.18,7.47,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.54,..0.97
..9.88,71.21,..9.99,10.55,33.61..64.18,16.45,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.43,..0.97
..9.88,71.21,..9.99,16.88,33.61..64.18,10.12,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.49,..0.97
..9.88,71.21,..9.99,18.03,33.61..64.18,8.97,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.41,..0.97
..9.88,71.21,..9.99,15.57,33.61..64.18,11.43,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.4,..0.97
..9.88,71.21,..9.99,19.53,33.61..64.18,7.47,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.37,..0.97
..9.88,71.21,..9.99,14.48,33.61..64.18,12.52,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.37,..0.97
..9.88,0.83,..9.99,9,33.61..64.18,18,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.04,..0.97
..9.88,71.21,..9.99,18.3,33.61..64.18,8.7,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.39,..0.97
..9.88,71.21,..9.99,12.87,33.61..64.18,14.13,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.47,..0.97
..9.88,71.21,..9.99,9.52,33.61..64.18,17.48,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.42,..0.97
..9.88,71.21,..9.99,13.29,33.61..64.18,13.71,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.38,..0.97
..9.88,71.21,..9.99,16.24,33.61..64.18,10.76,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,14..30.61,0.45,..0.97
..9.88,32.67,..9.99,1.86,10.66..21.69,0.14,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.86,..0.97
..9.88,32.67,..9.99,1.56,10.66..21.69,0.44,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.78,..0.97
..9.88,0.68,..9.99,1,10.66..21.69,1,4.32..8.09,..99.92,26.78..,2.38..,..0.25,236.03..817.08,63.4..87.12,14..30.61,0.6,..0.97
..9.88,32.67,..9.99,1.7,10.66..21.69,0.3,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.76,..0.97
..9.88,32.67,..9.99,1.89,10.66..21.69,0.11,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.76,..0.97
..9.88,32.67,..9.99,1.93,10.66..21.69,0.07,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.81,..0.97
..9.88,32.67,..9.99,1.83,10.66..21.69,0.17,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.78,..0.97
..9.88,32.67,..9.99,1.52,10.66..21.69,0.48,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.81,..0.97
..9.88,32.67,..9.99,1.9,10.66..21.69,0.1,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.77,..0.97
..9.88,32.67,..9.99,1.42,10.66..21.69,0.58,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.87,..0.97
..9.88,32.67,..9.99,1.16,10.66..21.69,0.84,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.73,..0.97
..9.88,32.67,..9.99,1.3,10.66..21.69,0.7,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.74,..0.97
..9.88,32.67,..9.99,1.88,10.66..21.69,0.12,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.82,..0.97
..9.88,32.67,..9.99,1.79,10.66..21.69,0.21,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.85,..0.97
..9.88,32.67,..9.99,1.92,10.66..21.69,0.08,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.85,..0.97
..9.88,32.67,..9.99,1.08,10.66..21.69,0.92,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.71,..0.97
..9.88,32.67,..9.99,1.84,10.66..21.69,0.16,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.85,..0.97
..9.88,32.67,..9.99,1.64,10.66..21.69,0.36,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.82,..0.97
..9.88,32.67,..9.99,1.37,10.66..21.69,0.63,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.8,..0.97
..9.88,32.67,..9.99,1.87,10.66..21.69,0.13,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.84,..0.97
..9.88,32.67,..9.99,1.81,10.66..21.69,0.19,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.75,..0.97
..9.88,32.67,..9.99,1.67,10.66..21.69,0.33,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.77,..0.97
..9.88,32.67,..9.99,1.73,10.66..21.69,0.27,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.84,..0.97
..9.88,32.67,..9.99,1.91,10.66..21.69,0.09,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.86,..0.97
..9.88,32.67,..9.99,1.6,10.66..21.69,0.4,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.84,..0.97
..9.88,32.67,..9.99,1.93,10.66..21.69,0.07,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.85,..0.97
..9.88,32.67,..9.99,1.24,10.66..21.69,0.76,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.78,..0.97
..9.88,32.67,..9.99,1.77,10.66..21.69,0.23,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.79,..0.97
..9.88,32.67,..9.99,1.93,10.66..21.69,0.07,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.83,..0.97
..9.88,32.67,..9.99,1.75,10.66..21.69,0.25,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.86,..0.97
..9.88,32.67,..9.99,1.47,10.66..21.69,0.53,4.32..8.09,..99.92,26.78..,2.38..,..0.25,189.65..236.03,63.4..87.12,14..30.61,0.86,..0.97
..9.88,8.19,..9.99,4.56,10.66..21.69,4.44,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.49,..0.97
..9.88,0.76,..9.99,1,10.66..21.69,8,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.33,..0.97
..9.88,8.19,..9.99,2.38,10.66..21.69,6.62,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.39,..0.97
..9.88,8.19,..9.99,8.51,10.66..21.69,0.49,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.38,..0.97
..9.88,8.19,..9.99,4.09,10.66..21.69,4.91,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.33,..0.97
..9.88,8.19,..9.99,5.71,10.66..21.69,3.29,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.4,..0.97
..9.88,8.19,..9.99,5.36,10.66..21.69,3.64,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.41,..0.97
..9.88,8.19,..9.99,6.02,10.66..21.69,2.98,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.36,..0.97
..9.88,8.19,..9.99,3.57,10.66..21.69,5.43,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.41,..0.97
..9.88,8.19,..9.99,7.52,10.66..21.69,1.48,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.35,..0.97
..9.88,8.19,..9.99,8.55,10.66..21.69,0.45,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.45,..0.97
..9.88,8.19,..9.99,7.36,10.66..21.69,1.64,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.44,..0.97
..9.88,8.19,..9.99,8.19,10.66..21.69,0.81,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.45,..0.97
..9.88,8.19,..9.99,1.69,10.66..21.69,7.31,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.34,..0.97
..9.88,8.19,..9.99,3,10.66..21.69,6,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.43,..0.97
..9.88,8.19,..9.99,8.55,10.66..21.69,0.45,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.4,..0.97
..9.88,8.19,..9.99,4.98,10.66..21.69,4.02,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.39,..0.97
..9.88,8.19,..9.99,8.33,10.66..21.69,0.67,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.31,..0.97
..9.88,8.19,..9.99,7.79,10.66..21.69,1.21,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.37,..0.97
..9.88,8.19,..9.99,7.66,10.66..21.69,1.34,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.34,..0.97
..9.88,8.19,..9.99,8.01,10.66..21.69,0.99,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.28,..0.97
..9.88,8.19,..9.99,7.9,10.66..21.69,1.1,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.34,..0.97
..9.88,8.19,..9.99,7,10.66..21.69,2,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.26,..0.97
..9.88,8.19,..9.99,6.79,10.66..21.69,2.21,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.44,..0.97
..9.88,8.19,..9.99,8.1,10.66..21.69,0.9,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.33,..0.97
..9.88,8.19,..9.99,8.26,10.66..21.69,0.74,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.44,..0.97
..9.88,8.19,..9.99,6.56,10.66..21.69,2.44,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.34,..0.97
..9.88,8.19,..9.99,7.19,10.66..21.69,1.81,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.39,..0.97
..9.88,8.19,..9.99,6.3,10.66..21.69,2.7,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.43,..0.97
..9.88,8.19,..9.99,8.4,10.66..21.69,0.6,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.35,..0.97
..9.88,8.19,..9.99,8.45,10.66..21.69,0.55,1.66..2.4,..99.92,..9.54,2.38..,..0.25,..184.92,63.4..87.12,14..30.61,0.39,..0.97
..9.88,39.59,..9.99,13.15,10.66..21.69,8.85,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.29,..0.97
..9.88,39.59,..9.99,8.35,10.66..21.69,13.65,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.29,..0.97
..9.88,39.59,..9.99,7.59,10.66..21.69,14.41,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.28,..0.97
..9.88,39.59,..9.99,16.27,10.66..21.69,5.73,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.28,..0.97
..9.88,39.59,..9.99,6.79,10.66..21.69,15.21,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.3,..0.97
..9.88,39.59,..9.99,11.01,10.66..21.69,10.99,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.29,..0.97
..9.88,39.59,..9.99,4.1,10.66..21.69,17.9,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.24,..0.97
..9.88,39.59,..9.99,16.57,10.66..21.69,5.43,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.35,..0.97
..9.88,39.59,..9.99,14.88,10.66..21.69,7.12,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.29,..0.97
..9.88,39.59,..9.99,9.75,10.66..21.69,12.25,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.29,..0.97
..9.88,39.59,..9.99,17.39,10.66..21.69,4.61,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.27,..0.97
..9.88,39.59,..9.99,15.61,10.66..21.69,6.39,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.33,..0.97
..9.88,39.59,..9.99,12.66,10.66..21.69,9.34,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.36,..0.97
..9.88,39.59,..9.99,17.63,10.66..21.69,4.37,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.36,..0.97
..9.88,39.59,..9.99,9.07,10.66..21.69,12.93,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.33,..0.97
..9.88,39.59,..9.99,13.62,10.66..21.69,8.38,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.3,..0.97
..9.88,39.59,..9.99,11.59,10.66..21.69,10.41,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.32,..0.97
..9.88,39.59,..9.99,15.95,10.66..21.69,6.05,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.3,..0.97
..9.88,39.59,..9.99,15.26,10.66..21.69,6.74,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.28,..0.97
..9.88,39.59,..9.99,17.13,10.66..21.69,4.87,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.32,..0.97
..9.88,39.59,..9.99,3.1,10.66..21.69,18.9,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.27,..0.97
..9.88,0.81,..9.99,1,10.66..21.69,21,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.11,..0.97
..9.88,39.59,..9.99,14.06,10.66..21.69,7.94,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.37,..0.97
..9.88,39.59,..9.99,5.04,10.66..21.69,16.96,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.31,..0.97
..9.88,39.59,..9.99,2.05,10.66..21.69,19.95,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.33,..0.97
..9.88,39.59,..9.99,12.14,10.66..21.69,9.86,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.37,..0.97
..9.88,39.59,..9.99,10.4,10.66..21.69,11.6,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.33,..0.97
..9.88,39.59,..9.99,14.48,10.66..21.69,7.52,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.38,..0.97
..9.88,39.59,..9.99,16.86,10.66..21.69,5.14,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.5,..0.97
..9.88,39.59,..9.99,5.94,10.66..21.69,16.06,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.33,..0.97
..9.88,39.59,..9.99,17.63,10.66..21.69,4.37,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,10.82..27.53,14..30.61,0.29,..0.97
..9.88,100,..9.99,4.19,33.61..64.18,6.81,8.89..9.5,..99.92,26.78..,2.38..,0.43..0.52,..184.92,10.82..27.53,31.93..50.42,0.97,0.97..1
..9.88,0.06,..9.99,4,33.61..64.18,7,8.89..9.5,..99.92,26.78..,2.38..,0.43..0.52,..184.92,10.82..27.53,31.93..50.42,0.35,..0.97
..9.88,100,..9.99,8.45,..10.66,12.55,4.32..8.09,..99.92,..9.54,2.38..,..0.25,..184.92,47.82..63.02,31.93..50.42,0.85,..0.97
..9.88,0.37,..9.99,6,..10.66,15,4.32..8.09,..99.92,..9.54,2.38..,..0.25,..184.92,47.82..63.02,31.93..50.42,0.13,..0.97
..9.88,25.04,..9.99,9.94,..10.66,0.06,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.53,..0.97
..9.88,25.04,..9.99,9.99,..10.66,0.01,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.54,..0.97
..9.88,25.04,..9.99,9.99,..10.66,0.01,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.51,..0.97
..9.88,25.04,..9.99,10,..10.66,0,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.57,..0.97
..9.88,25.04,..9.99,9.88,..10.66,0.12,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.6,..0.97
..9.88,25.04,..9.99,10,..10.66,0,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.59,..0.97
..9.88,25.04,..9.99,10,..10.66,0,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.65,..0.97
..9.88,25.04,..9.99,7.61,..10.66,2.39,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.54,..0.97
..9.88,25.04,..9.99,9.66,..10.66,0.34,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.55,..0.97
..9.88,25.04,..9.99,9.08,..10.66,0.92,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.52,..0.97
..9.88,25.04,..9.99,10,..10.66,0,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.54,..0.97
..9.88,25.04,..9.99,9.76,..10.66,0.24,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.46,..0.97
..9.88,25.04,..9.99,9.96,..10.66,0.04,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.55,..0.97
..9.88,25.04,..9.99,8.23,..10.66,1.77,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.56,..0.97
..9.88,25.04,..9.99,10,..10.66,0,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.53,..0.97
..9.88,25.04,..9.99,10,..10.66,0,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.64,..0.97
..9.88,25.04,..9.99,8.72,..10.66,1.28,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.59,..0.97
..9.88,25.04,..9.99,9.91,..10.66,0.09,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.53,..0.97
..9.88,25.04,..9.99,9.98,..10.66,0.02,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.63,..0.97
..9.88,25.04,..9.99,10,..10.66,0,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.55,..0.97
..9.88,25.04,..9.99,10,..10.66,0,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.64,..0.97
..9.88,0.99,..9.99,7,..10.66,3,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.34,..0.97
..9.88,25.04,..9.99,9.83,..10.66,0.17,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.57,..0.97
..9.88,25.04,..9.99,10,..10.66,0,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.49,..0.97
..9.88,25.04,..9.99,9.99,..10.66,0.01,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.57,..0.97
..9.88,25.04,..9.99,9.53,..10.66,0.47,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.54,..0.97
..9.88,25.04,..9.99,9.98,..10.66,0.02,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.45,..0.97
..9.88,25.04,..9.99,9.97,..10.66,0.03,2.4..4.27,..99.92,26.78..,..2.38,0.25..0.41,..184.92,47.82..63.02,31.93..50.42,0.6,..0.97
